qid,accused_problem,country-focus,binary_or_statement,fact_or_opinion,answer_cn_length,answer_eng_cn_trans_length,answer_eng_length,answer_cn_eng_trans_length,answer_cn_length_diff,answer_eng_length_diff,answer_cn_sent_CN_classifier,answer_eng_sent_CN_classifier,answer_cn_sent_num_CN_classifier,answer_eng_sent_num_CN_classifier,answer_sent_cn_eng_diff_CN_classifier,consist_EN_classifier,consist_EN_classifier_num,consist_CN_classifier,consist_CN_classifier_num,answer_cn_sent_num_EN_classifier,answer_eng_sent_num_EN_classifier,answer_sent_cn_eng_diff_EN_classifier
675,1,US,statement,opinion,378,459,1475,1276,-81,-199,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
676,1,US,yesno,opinion,273,317,1165,929,-44,-236,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
677,1,US,yesno,fact,226,119,455,811,107,356,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
678,1,US,statement,fact,394,219,670,1073,175,403,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
679,1,US,statement,opinion,381,245,851,1306,136,455,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
680,1,US,yesno,opinion,267,151,515,839,116,324,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,-1,0
681,1,US,yesno,opinion,142,146,553,431,-4,-122,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
682,1,US,yesno,opinion,232,154,581,757,78,176,negative,negative,-1,-1,0,consistent,1,consistent,1,0,0,0
683,1,US,statement,fact,148,47,164,491,101,327,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
684,1,US,statement,opinion,418,217,575,1456,201,881,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,-1,0
685,1,US,yesno,opinion,275,201,610,838,74,228,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
686,1,US,yesno,fact,65,62,195,213,3,18,neutral,neutral,0,0,0,inconsistent,0,inconsistent,0,0,0,0
687,1,US,yesno,opinion,135,277,986,526,-142,-460,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
688,1,US,statement,opinion,422,493,1748,1468,-71,-280,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,-1,0
689,1,US,statement,fact,126,93,295,430,33,135,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
690,1,US,statement,fact,101,131,380,294,-30,-86,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
691,1,US,statement,fact,218,91,264,522,127,258,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
692,1,US,yesno,fact,87,60,186,332,27,146,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
693,1,US,yesno,fact,95,51,153,364,44,211,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
694,1,US,yesno,fact,246,234,860,797,12,-63,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
695,1,US,yesno,opinion,239,293,1030,871,-54,-159,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,-1,0
696,1,US,yesno,opinion,257,281,1047,939,-24,-108,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
697,1,US,yesno,opinion,250,314,1171,897,-64,-274,neutral,neutral,0,0,0,consistent,1,consistent,1,1,0,1
698,1,US,yesno,opinion,243,111,373,822,132,449,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
699,1,US,statement,fact,239,268,990,813,-29,-177,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,-1,0
700,1,US,statement,fact,194,134,349,582,60,233,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
701,1,US,yesno,opinion,269,151,451,816,118,365,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
702,1,US,yesno,fact,153,75,272,550,78,278,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
703,1,US,yesno,fact,168,104,428,610,64,182,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
704,1,US,yesno,fact,114,135,434,397,-21,-37,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
705,1,US,yesno,fact,212,104,440,670,108,230,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,0,0
706,1,US,yesno,opinion,264,111,378,1018,153,640,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
707,1,US,yesno,fact,159,141,498,610,18,112,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
708,1,US,yesno,fact,168,163,547,569,5,22,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
709,1,US,statement,fact,315,40,201,1116,275,915,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
710,1,US,yesno,fact,268,169,532,931,99,399,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
711,1,US,yesno,fact,174,162,590,535,12,-55,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
712,1,US,yesno,opinion,277,313,1121,991,-36,-130,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
713,1,US,yesno,fact,268,155,468,867,113,399,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,0,-1
714,1,US,statement,fact,257,289,926,936,-32,10,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
715,1,US,yesno,fact,184,116,443,616,68,173,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
716,1,US,yesno,opinion,254,258,980,950,-4,-30,positive,neutral,1,0,1,consistent,1,inconsistent,0,0,0,0
717,1,US,yesno,opinion,127,68,235,378,59,143,negative,negative,-1,-1,0,consistent,1,consistent,1,0,0,0
