qid,country-focus,accused_problem,binary_or_statement,fact_or_opinion,yesno_cn_handcode,yesno_eng_handcode,answer_cn_length,answer_eng_to_cn_length,answer_eng_length,answer_cn_to_eng_length,answer_cn_length_diff,answer_eng_length_diff,yesno_cn_handcode_recode,yesno_eng_handcode_recode,is_consistent,answer_diff,answer_cn_sent,answer_eng_sent,consist_handcode_binary,topic_focus,consist_handcode_binary_num,answer_cn_sent_num_CN_classifier,answer_eng_sent_num_CN_classifier,answer_sent_cn_eng_diff_CN_classifier,consist_EN_classifier,consist_EN_classifier_num,consist_CN_classifier,consist_CN_classifier_num,answer_cn_sent_num_EN_classifier,answer_eng_sent_num_EN_classifier,answer_sent_cn_eng_diff_EN_classifier
450,CN,1,statement,fact,NA,NA,489,476,1780,1882,13,102,NA,NA,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
451,US,1,statement,opinion,NA,NA,293,217,901,1122,76,221,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,consistent,1,0,0,0
452,US,1,yesno,fact,yes,yes,91,41,108,295,50,187,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
453,US,1,yesno,fact,yes,no,234,198,729,888,36,159,5,1,inconsistent,3,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
454,US,1,yesno,fact,yes,yes,157,179,591,570,-22,-21,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
455,US,1,yesno,fact,yes,yes,118,188,622,528,-70,-94,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
456,US,1,yesno,fact,yes,yes,171,174,553,698,-3,145,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
457,US,1,yesno,fact,probably yes,not sure,87,123,482,370,-36,-112,4,3,somewhat consistent,1,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
458,US,1,yesno,fact,probably no,probably no,78,140,498,299,-62,-199,2,2,consistent,0,neutral,positive,consistent,US,1,0,1,-1,consistent,1,consistent,1,0,1,-1
459,US,1,yesno,opinion,probably yes,probably yes,112,129,475,488,-17,13,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
460,US,1,yesno,opinion,not sure,probably no,41,167,685,194,-126,-491,3,2,somewhat consistent,1,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
461,US,1,yesno,opinion,probably yes,not sure,55,126,436,189,-71,-247,4,3,somewhat consistent,1,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,-1,2
462,US,1,statement,fact,NA,NA,34,43,96,115,-9,19,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
463,US,1,yesno,opinion,not sure,probably no,88,175,655,332,-87,-323,3,2,somewhat consistent,1,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,0,1
464,US,1,yesno,opinion,not sure,not sure,181,312,1138,677,-131,-461,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
465,US,1,statement,fact,NA,NA,151,156,569,432,-5,-137,NA,NA,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
466,US,1,statement,fact,NA,NA,100,115,389,347,-15,-42,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,0,-1
467,US,1,statement,fact,NA,NA,116,143,506,397,-27,-109,NA,NA,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,-1,0
468,US,1,statement,fact,NA,NA,96,41,140,330,55,190,NA,NA,inconsistent,3,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
469,US,1,statement,opinion,NA,NA,493,184,714,1638,309,924,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
470,US,1,yesno,fact,yes,yes,116,125,513,411,-9,-102,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
471,US,1,yesno,fact,yes,yes,136,143,480,431,-7,-49,5,5,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
472,US,1,yesno,fact,not sure,not sure,114,131,514,330,-17,-184,3,3,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,0,1,-1
473,US,1,yesno,fact,yes,not sure,132,62,246,456,70,210,5,3,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
474,US,1,yesno,fact,yes,probably yes,194,244,859,665,-50,-194,5,4,somewhat consistent,1,negative,positive,consistent,US,1,-1,1,-2,consistent,1,consistent,1,-1,1,-2
475,US,1,yesno,opinion,probably no,probably no,91,90,379,366,1,-13,2,2,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
476,US,1,yesno,opinion,not sure,probably yes,113,125,490,363,-12,-127,3,4,somewhat consistent,1,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
477,US,1,yesno,opinion,yes,yes,162,154,573,576,8,3,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
478,US,1,yesno,opinion,not sure,not sure,76,257,1030,305,-181,-725,3,3,consistent,0,positive,negative,consistent,US,1,1,-1,2,consistent,1,consistent,1,1,-1,2
479,US,1,yesno,fact,yes,yes,75,105,415,285,-30,-130,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
480,US,1,yesno,fact,yes,yes,170,192,660,582,-22,-78,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
481,US,1,yesno,fact,probably yes,probably yes,218,175,613,756,43,143,4,4,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
482,US,1,yesno,fact,probably yes,probably yes,200,282,527,632,-82,105,4,4,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,0,0,0
483,US,1,yesno,opinion,probably yes,probably no,109,111,452,370,-2,-82,4,2,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,1,0,1
484,US,1,statement,fact,NA,NA,67,59,193,223,8,30,NA,NA,inconsistent,3,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,0,0,0
485,US,1,statement,opinion,NA,NA,414,354,1290,1733,60,443,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,consistent,1,inconsistent,0,0,0,0
486,US,1,yesno,fact,no,no,97,125,388,379,-28,-9,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
487,US,1,yesno,fact,not sure,not sure,144,147,546,518,-3,-28,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
488,US,1,statement,fact,NA,NA,37,42,112,95,-5,-17,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
489,US,1,yesno,fact,no,no,132,142,532,490,-10,-42,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
490,US,1,yesno,opinion,not sure,probably no,84,101,417,290,-17,-127,3,2,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
491,US,1,statement,fact,NA,NA,180,189,645,626,-9,-19,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
492,US,1,statement,opinion,NA,NA,290,286,1019,1135,4,116,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,US,0,-1,-1,0,consistent,1,consistent,1,-1,-1,0
493,US,1,yesno,opinion,probably yes,not sure,135,169,626,458,-34,-168,4,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,1,0,1
494,US,1,yesno,opinion,no,no,269,275,1089,1038,-6,-51,1,1,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
495,US,1,statement,opinion,NA,NA,322,507,1860,1164,-185,-696,NA,NA,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
496,US,1,yesno,opinion,probably yes,yes,260,188,697,869,72,172,4,5,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
497,US,1,statement,fact,NA,NA,38,40,138,126,-2,-12,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
498,US,1,statement,fact,NA,NA,67,64,167,194,3,27,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
499,US,1,statement,fact,NA,NA,122,119,397,380,3,-17,NA,NA,somewhat consistent,1,neutral,positive,consistent,US,1,0,1,-1,consistent,1,inconsistent,0,0,1,-1
500,US,1,statement,fact,NA,NA,61,93,307,245,-32,-62,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
501,US,1,statement,fact,NA,NA,81,75,240,221,6,-19,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
502,US,1,statement,fact,NA,NA,77,99,368,296,-22,-72,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,inconsistent,0,consistent,1,-1,-1,0
503,US,1,yesno,fact,yes,yes,105,135,446,366,-30,-80,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,inconsistent,0,-1,-1,0
504,US,1,yesno,fact,no,no,102,264,1048,358,-162,-690,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
505,US,1,yesno,opinion,not sure,not sure,259,108,417,845,151,428,3,3,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,0,0,0
506,US,1,yesno,opinion,not sure,not sure,36,123,476,156,-87,-320,3,3,consistent,0,positive,negative,consistent,US,1,1,-1,2,consistent,1,consistent,1,1,0,1
507,US,1,yesno,opinion,not sure,not sure,112,268,996,418,-156,-578,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
508,US,1,statement,fact,NA,NA,80,48,135,252,32,117,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
509,US,1,yesno,fact,probably no,yes,89,205,586,312,-116,-274,2,5,inconsistent,3,neutral,negative,inconsistent,US,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
510,US,1,yesno,opinion,probably yes,not sure,148,148,491,459,0,-32,4,3,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
511,US,1,yesno,opinion,probably yes,not sure,131,205,579,465,-74,-114,4,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
512,US,1,statement,opinion,NA,NA,466,303,1064,1716,163,652,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,NA,-1,NA
513,US,1,yesno,fact,yes,yes,121,118,424,426,3,2,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,0,0,0
514,US,1,yesno,opinion,yes,yes,178,202,732,640,-24,-92,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
515,US,1,yesno,opinion,not sure,not sure,133,258,892,523,-125,-369,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
516,US,1,statement,opinion,NA,NA,129,417,1433,478,-288,-955,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,inconsistent,0,consistent,1,0,-1,1
517,US,1,statement,fact,NA,NA,278,316,1037,751,-38,-286,NA,NA,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
518,US,1,statement,fact,NA,NA,77,70,226,239,7,13,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
519,US,1,yesno,opinion,probably yes,probably yes,240,275,1055,914,-35,-141,4,4,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
520,US,1,statement,fact,NA,NA,59,61,161,181,-2,20,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
521,US,1,statement,fact,NA,NA,30,69,191,90,-39,-101,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
522,US,1,statement,fact,NA,NA,159,117,356,546,42,190,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
523,US,1,statement,fact,NA,NA,82,78,230,256,4,26,NA,NA,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
524,US,1,statement,fact,NA,NA,117,64,227,402,53,175,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,0,-1
525,US,1,statement,fact,NA,NA,75,49,170,266,26,96,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
526,US,1,statement,fact,NA,NA,33,52,169,103,-19,-66,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
527,US,1,statement,fact,NA,NA,60,51,176,187,9,11,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
528,US,1,statement,fact,NA,NA,76,87,259,256,-11,-3,NA,NA,inconsistent,3,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,1,-2
529,US,1,statement,fact,NA,NA,68,47,186,265,21,79,NA,NA,inconsistent,3,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
530,US,1,statement,opinion,NA,NA,197,154,549,793,43,244,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
531,US,1,statement,opinion,NA,NA,123,123,410,448,0,38,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
532,US,1,yesno,fact,yes,probably yes,129,127,494,527,2,33,5,4,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,inconsistent,0,-1,0,-1
533,US,1,yesno,opinion,no,no,111,162,632,453,-51,-179,1,1,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
534,US,1,yesno,opinion,probably no,probably no,90,98,384,402,-8,18,2,2,consistent,0,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,0,1
535,US,1,yesno,opinion,yes,yes,155,147,567,584,8,17,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
536,US,1,yesno,opinion,probably no,not sure,130,198,740,517,-68,-223,2,3,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
537,US,1,yesno,fact,no,no,104,87,299,392,17,93,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
538,US,1,yesno,opinion,yes,yes,135,130,417,446,5,29,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
539,US,1,statement,fact,NA,NA,30,43,139,79,-13,-60,NA,NA,inconsistent,3,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
540,US,1,yesno,opinion,probably yes,probably yes,171,202,691,591,-31,-100,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
541,US,1,statement,fact,NA,NA,145,98,372,293,47,-79,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
542,US,1,yesno,fact,probably yes,probably yes,122,132,481,417,-10,-64,4,4,consistent,0,neutral,neutral,consistent,US,1,0,0,0,inconsistent,0,inconsistent,0,0,0,0
543,US,1,yesno,opinion,probably yes,probably yes,212,112,525,803,100,278,4,4,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,0,0,0
544,US,1,yesno,opinion,yes,yes,142,85,337,544,57,207,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,inconsistent,0,-1,0,-1
545,US,1,statement,opinion,NA,NA,512,646,2463,1923,-134,-540,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
546,US,1,statement,opinion,NA,NA,518,560,2039,2017,-42,-22,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
547,US,1,statement,fact,NA,NA,96,93,286,239,3,-47,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,inconsistent,0,inconsistent,0,0,0,0
548,US,1,yesno,opinion,probably yes,not sure,145,140,537,580,5,43,4,3,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
549,US,1,yesno,opinion,probably no,probably no,171,137,555,596,34,41,2,2,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
550,US,1,yesno,opinion,probably no,probably no,111,175,652,409,-64,-243,2,2,consistent,0,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,0,1
551,US,1,yesno,opinion,probably yes,not sure,150,93,359,558,57,199,4,3,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
552,US,1,yesno,fact,no,no,152,131,458,464,21,6,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
553,US,1,yesno,opinion,not sure,probably no,116,138,475,427,-22,-48,3,2,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
554,US,1,yesno,opinion,no,no,80,98,409,296,-18,-113,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
555,US,1,yesno,fact,probably yes,probably no,78,84,371,302,-6,-69,4,2,somewhat inconsistent,2,neutral,positive,inconsistent,US,0,0,1,-1,inconsistent,0,consistent,1,0,1,-1
556,US,1,yesno,opinion,probably yes,probably no,52,118,425,151,-66,-274,4,2,somewhat inconsistent,2,positive,neutral,inconsistent,US,0,1,0,1,consistent,1,inconsistent,0,0,0,0
557,US,1,yesno,opinion,yes,probably yes,162,164,616,510,-2,-106,5,4,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
558,US,1,yesno,fact,probably yes,yes,158,310,1086,615,-152,-471,4,5,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,inconsistent,0,inconsistent,0,0,-1,1
559,US,1,yesno,opinion,probably yes,probably yes,113,81,288,427,32,139,4,4,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
560,US,1,yesno,fact,yes,yes,63,130,414,221,-67,-193,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
561,US,1,yesno,fact,yes,yes,148,78,238,529,70,291,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
562,US,1,yesno,opinion,probably yes,not sure,122,121,423,438,1,15,4,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
563,US,1,statement,fact,NA,NA,125,158,287,212,-33,-75,NA,NA,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,0,0
564,US,1,yesno,fact,yes,yes,113,100,351,416,13,65,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
565,US,1,yesno,fact,yes,yes,153,229,798,594,-76,-204,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
566,US,1,yesno,opinion,not sure,not sure,96,121,438,332,-25,-106,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
567,US,1,yesno,opinion,no,no,93,187,704,345,-94,-359,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
568,US,1,yesno,opinion,probably yes,probably yes,107,257,940,367,-150,-573,4,4,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,-1,1
569,US,1,yesno,opinion,probably yes,not sure,43,162,595,158,-119,-437,4,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
570,US,1,yesno,opinion,not sure,probably yes,160,160,658,628,0,-30,3,4,somewhat consistent,1,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
571,US,1,yesno,opinion,probably yes,probably no,189,101,436,781,88,345,4,2,somewhat inconsistent,2,positive,positive,inconsistent,US,0,1,1,0,inconsistent,0,inconsistent,0,1,1,0
572,US,1,statement,fact,NA,NA,68,101,320,225,-33,-95,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,US,0,-1,-1,0,consistent,1,inconsistent,0,-1,-1,0
573,US,1,yesno,fact,not sure,yes,21,111,362,77,-90,-285,3,5,somewhat inconsistent,2,positive,neutral,inconsistent,US,0,1,0,1,inconsistent,0,consistent,1,1,0,1
574,US,1,yesno,fact,yes,yes,93,173,498,326,-80,-172,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
575,US,1,statement,fact,NA,NA,173,40,134,638,133,504,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
576,US,1,statement,fact,NA,NA,84,65,232,292,19,60,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
577,US,1,statement,fact,NA,NA,106,55,163,369,51,206,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,consistent,1,consistent,1,0,0,0
578,US,1,yesno,fact,yes,yes,194,126,415,588,68,173,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
579,US,1,yesno,fact,probably no,probably no,78,90,275,295,-12,20,2,2,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,0,0,0
580,US,1,yesno,fact,probably yes,not sure,233,163,683,856,70,173,4,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
581,US,1,yesno,opinion,probably yes,probably yes,154,205,893,528,-51,-365,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
582,US,1,yesno,opinion,not sure,probably yes,105,96,419,422,9,3,3,4,somewhat consistent,1,positive,negative,consistent,US,1,1,-1,2,consistent,1,consistent,1,1,-1,2
583,US,1,yesno,opinion,not sure,not sure,85,272,1012,304,-187,-708,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
584,US,1,yesno,fact,yes,yes,127,158,518,416,-31,-102,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
585,US,1,yesno,opinion,not sure,yes,88,266,969,304,-178,-665,3,5,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,inconsistent,0,inconsistent,0,-1,-1,0
586,US,1,yesno,fact,yes,probably yes,123,194,691,369,-71,-322,5,4,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
587,US,1,yesno,fact,yes,yes,164,193,616,598,-29,-18,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
588,US,1,yesno,fact,yes,yes,157,165,653,573,-8,-80,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
589,US,1,yesno,fact,probably yes,probably no,150,116,528,532,34,4,4,2,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
590,US,1,yesno,fact,probably yes,probably no,84,73,329,303,11,-26,4,2,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,consistent,1,-1,0,-1
591,US,1,yesno,fact,yes,probably yes,102,78,377,419,24,42,5,4,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
592,US,1,yesno,opinion,probably yes,probably yes,35,130,507,117,-95,-390,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
593,US,1,yesno,opinion,yes,yes,177,119,477,652,58,175,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
594,US,1,yesno,opinion,not sure,not sure,244,257,893,928,-13,35,3,3,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,-1,-1,0
595,US,1,yesno,fact,not sure,probably no,119,135,555,396,-16,-159,3,2,somewhat consistent,1,neutral,negative,consistent,US,1,0,-1,1,consistent,1,inconsistent,0,0,-1,1
596,US,1,statement,fact,NA,NA,33,77,314,100,-44,-214,NA,NA,inconsistent,3,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
597,US,1,statement,fact,NA,NA,35,22,67,154,13,87,NA,NA,inconsistent,3,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
598,US,1,statement,opinion,NA,NA,171,116,469,737,55,268,NA,NA,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
599,US,1,yesno,opinion,probably yes,probably yes,115,102,395,509,13,114,4,4,consistent,0,neutral,positive,consistent,US,1,0,1,-1,consistent,1,consistent,1,0,1,-1
600,US,1,yesno,opinion,probably no,not sure,137,133,497,489,4,-8,2,3,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
601,US,1,statement,opinion,NA,NA,289,258,1062,1084,31,22,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,consistent,1,inconsistent,0,0,0,0
602,US,1,yesno,opinion,not sure,not sure,84,122,514,322,-38,-192,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
603,US,1,yesno,fact,probably yes,probably no,138,143,580,509,-5,-71,4,2,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,consistent,1,inconsistent,0,0,0,0
